subjectid,gender,height,weight,handedness,age,race,height_tercile,age_tercile
28152,male,165.6,70.6,right,30,white,1,2
28184,male,168.1,59.6,right,22,white,2,1
28185,male,165.8,86.1,left,21,black,1,1
28186,male,158.8,55.2,right,21,asian,1,1
28188,male,175.4,72.3,right,26,white,2,2
28190,male,178.8,90.7,right,22,white,3,1
28192,male,180.6,69,right,19,hispanic,3,1
28196,male,169.7,95.9,right,30,hispanic,2,2
28198,male,177,69,left,24,black,3,1
28200,male,179.6,84,right,30,white,3,2
28201,male,181.5,79.2,right,18,white,3,1
28202,male,175.6,70.6,right,35,white,2,3
28205,male,170.1,79.1,right,25,white,2,2
28206,male,175.1,88.7,right,20,white,2,1
28207,male,180.1,87.1,left,27,white,3,2
28208,male,173.7,87.4,right,19,white,2,1
28209,male,178.5,81.2,right,26,white,3,2
28210,male,177.1,87.5,right,33,white,3,3
28213,male,177.1,77.2,right,31,hispanic,3,2
28214,male,158,65.4,left,26,hispanic,1,2
28215,male,168.5,87.2,right,27,hispanic,2,2
28219,male,167.5,70,left,29,hispanic,1,2
28220,male,167.5,78.5,right,37,hispanic,1,3
28222,male,169,87,right,43,white,2,3
28224,male,159.3,70,right,34,asian,1,3
28231,male,173.7,82.4,right,47,white,2,3
28235,male,169.3,81.3,left,42,white,2,3
28237,male,170.6,87.3,right,47,white,2,3
28314,male,188.8,78.7,right,20,white,3,1
28316,male,170.6,74.8,left,25,black,2,2
28317,male,184.1,79.3,right,23,white,3,1
28319,male,190.6,94.2,right,40,white,3,3
28320,male,186.6,86.7,right,30,white,3,2
28321,male,178.8,88.9,right,40,hispanic,3,3
28322,male,188.7,97,right,27,white,3,2
28323,male,168.7,93.8,right,43,white,2,3
28324,male,172.4,104.6,right,55,white,2,3
28325,male,171,76.8,right,24,black,2,1
28326,male,176.3,110.4,left,50,white,3,3
28327,male,172.2,99.1,left,57,black,2,3
28328,male,172.2,83.7,right,48,white,2,3
28330,male,165.9,68.7,right,23,white,1,1
28332,male,174.1,88.5,right,51,white,2,3
28333,male,171,86.9,right,50,white,2,3
28335,male,177.4,103.4,left,28,white,3,2
28336,male,173,79.2,right,25,white,2,2
28337,male,179.8,65.1,right,41,white,3,3
28339,male,173.8,83.1,right,55,white,2,3
28340,male,178.1,99.9,right,49,black,3,3
28341,male,162.3,96.8,right,35,white,1,3
28342,male,172.5,84.7,right,35,white,2,3
28343,male,175.6,73.7,right,44,white,2,3
28344,male,180,84.9,right,26,white,3,2
28345,male,177.8,98.5,right,51,black,3,3
28348,male,167.4,77.4,right,29,black,1,2
28349,male,177.4,85.5,right,22,black,3,1
28351,male,170.5,111.1,right,34,hispanic,2,3
28352,male,174.9,82.9,right,36,white,2,3
28353,male,182.1,96.6,right,23,white,3,1
28355,male,169.1,66.5,right,33,white,2,3
28356,male,168.6,86.8,right,46,white,2,3
28358,male,182.3,93.4,right,19,white,3,1
28359,male,177.1,112.3,right,41,white,3,3
28360,male,175,95.4,right,33,white,2,3
28362,male,168.7,77.6,right,26,white,2,2
28363,male,164.2,72.7,right,38,black,1,3
28365,male,173.4,91.5,right,37,white,2,3
28366,male,175.7,107.6,right,42,black,2,3
28367,male,178.4,102.7,right,42,black,3,3
28368,male,168.5,79.8,right,43,white,2,3
28369,male,174.2,83.9,right,38,white,2,3
28370,male,178.8,88.8,left,29,white,3,2
28372,male,169.4,89.1,right,47,white,2,3
28373,male,187.3,99.8,right,41,white,3,3
28374,male,184.3,116.1,left,50,black,3,3
28375,male,163.5,76.7,right,31,white,1,2
28376,male,183.3,117.9,right,42,black,3,3
28377,male,191.9,108.6,right,33,black,3,3
28379,male,177.9,132.9,right,49,white,3,3
28380,male,182.5,95.2,right,52,black,3,3
28381,male,173.4,87.8,right,29,black,2,2
28382,male,166.3,82.2,right,46,white,1,3
28383,male,171.8,87,right,33,white,2,3
28384,male,181.4,95.4,right,28,black,3,2
28385,male,176,83.5,right,48,white,3,3
28389,male,163.1,67.2,either,36,black,1,3
28390,male,174,93.8,right,53,white,2,3
28391,male,174.9,91.3,right,36,hispanic,2,3
28392,male,175.7,94.7,right,39,asian,2,3
28393,male,187,96.4,right,47,white,3,3
28394,male,175.4,72,right,21,white,2,1
28395,male,170,66.6,right,20,white,2,1
28396,male,168.3,70,right,29,white,2,2
28398,male,171.7,76.7,right,43,white,2,3
28399,male,182,78.5,right,29,white,3,2
28400,male,170.5,120.9,right,44,white,2,3
28401,male,184.4,110,right,55,white,3,3
28404,male,172.7,78.1,right,40,white,2,3
28405,male,169.7,76.1,right,30,white,2,2
28406,male,169.5,72.3,right,31,white,2,2
28408,male,178.1,82,left,27,white,3,2
28410,male,178.4,79.8,right,40,white,3,3
28411,male,171.9,77.9,right,29,black,2,2
28413,male,175.7,79.8,right,25,hispanic,2,2
28414,male,174.4,68,right,32,white,2,3
28416,male,178.7,109.6,right,24,white,3,1
28419,male,173.3,85.8,right,42,hispanic,2,3
28420,male,169.8,82.9,right,44,hispanic,2,3
28421,male,187.4,116.2,right,30,white,3,2
28422,male,177.4,77.4,right,31,white,3,2
28423,male,182.3,98.9,right,19,white,3,1
28424,male,175.3,84.4,right,32,white,2,3
28425,male,179.3,85.1,right,24,asian,3,1
28427,male,167.9,73.1,right,32,white,2,3
28428,male,168.2,77.6,right,26,hispanic,2,2
28429,male,176.1,75.4,right,19,white,3,1
28431,male,171.7,96.3,right,32,white,2,3
28432,male,175.5,86.3,right,27,white,2,2
28433,male,168.1,92.8,right,34,white,2,3
28435,male,180,83.6,right,53,white,3,3
28437,male,186.2,136.9,left,30,white,3,2
28438,male,170.6,86.1,right,28,white,2,2
28439,male,178.8,78.6,right,26,white,3,2
28440,male,171.2,105.5,left,35,black,2,3
28443,male,166.3,69.3,right,20,hispanic,1,1
28448,male,167.5,68.3,right,21,black,1,1
28449,male,170.7,58.7,right,19,white,2,1
28450,male,163.5,71.2,right,22,hispanic,1,1
28451,male,169.4,74.6,left,21,hispanic,2,1
28454,male,174,99.5,right,49,hispanic,2,3
28456,male,168,84.7,either,25,white,2,2
28458,male,188.5,128.5,left,50,black,3,3
28459,male,169.8,83,right,31,hispanic,2,2
28460,male,184.8,88.1,right,20,white,3,1
28461,male,169.7,89.7,right,23,hispanic,2,1
28463,male,181.4,86.2,right,28,white,3,2
28464,male,181.9,97.9,left,28,black,3,2
28466,male,172.8,86.8,right,29,black,2,2
28469,male,172.3,69.3,left,27,black,2,2
28470,male,180.8,88.8,right,46,white,3,3
28471,male,178.6,75.8,right,46,black,3,3
28472,male,169.6,70.3,right,21,black,2,1
28473,male,174.7,74.3,right,21,white,2,1
28474,male,177.5,92.6,right,25,black,3,2
28476,male,180.2,90.3,right,29,white,3,2
28477,male,189.1,90.8,right,47,white,3,3
28478,male,166.5,56.3,right,25,white,1,2
28479,male,180,133.6,right,23,white,3,1
28480,male,179.3,87.9,right,24,black,3,1
28483,male,170.1,83.9,right,31,black,2,2
28484,male,180.8,76.9,right,23,black,3,1
28485,male,176.5,80.7,right,36,white,3,3
28486,male,187.4,112.1,right,38,black,3,3
28488,male,168.6,67.6,right,22,white,2,1
28489,male,167.6,100.4,right,31,black,2,2
28490,male,168.9,78.1,right,28,white,2,2
28491,male,171.1,70.9,right,20,black,2,1
28492,male,188.7,79,right,21,black,3,1
28493,male,172.5,68.8,right,23,black,2,1
28495,male,176.2,74.8,right,20,black,3,1
28496,male,168.9,74.6,right,21,white,2,1
28497,male,173.5,94.5,right,52,white,2,3
28498,male,170.8,79.7,right,25,white,2,2
28526,male,178,87.7,right,31,white,3,2
28527,male,178.3,79.9,right,48,white,3,3
28528,male,177.8,90,right,47,black,3,3
28529,male,181.4,94.3,right,45,black,3,3
28530,male,167.5,93.3,right,47,white,1,3
28532,male,173.3,87.8,right,42,black,2,3
28533,male,160.5,57.2,right,38,white,1,3
28534,male,173.8,107.9,left,39,white,2,3
28535,male,171.1,79.1,right,41,white,2,3
28536,male,166.5,78,right,45,white,1,3
28538,male,181.2,91.2,right,49,white,3,3
28539,male,182.3,116.6,right,51,black,3,3
28540,male,180.1,110.7,right,50,black,3,3
28541,male,175,96.3,right,32,white,2,3
28542,male,168.6,95.2,right,55,black,2,3
28543,male,180.2,105.5,right,56,black,3,3
28544,male,182,98.2,right,55,black,3,3
28546,male,175.7,96.5,right,45,white,2,3
28547,male,178,95.9,right,58,white,3,3
28549,male,178,76.7,right,37,black,3,3
28551,male,168.2,84.5,right,41,black,2,3
28552,male,171.1,95.7,right,47,white,2,3
28554,male,167.9,80.9,left,24,black,2,1
28555,male,167.4,84,right,42,white,1,3
28556,male,175.5,84.3,right,38,black,2,3
28558,male,170.6,84.2,right,30,white,2,2
28559,male,185,87,right,37,white,3,3
28575,male,167.6,64.9,right,21,white,2,1
28576,male,190.8,94.4,right,27,white,3,2
28577,male,182.5,92.6,right,27,white,3,2
28578,male,179.9,97.3,right,42,white,3,3
28580,male,181,81,right,21,white,3,1
28582,male,179.2,80.2,left,39,white,3,3
28585,male,172.2,66.7,right,26,white,2,2
28586,male,171.3,84,right,23,white,2,1
28587,male,177.5,92.3,right,34,white,3,3
28617,male,186.1,88.7,right,28,black,3,2
28618,male,166,79,right,38,white,1,3
28620,male,175.4,110.2,right,29,white,2,2
28621,male,176.2,82.9,right,47,white,3,3
28622,male,172.4,88.3,right,25,white,2,2
28623,male,162.7,82.6,right,56,white,1,3
28624,male,173.1,107.4,right,27,white,2,2
28626,male,186.2,75,right,32,white,3,3
28627,male,183.4,100.4,right,41,white,3,3
28628,male,188.1,126.4,left,26,white,3,2
28629,male,177,95.7,right,30,white,3,2
28630,male,167.5,89.4,right,27,white,1,2
28631,male,172.1,84.9,right,39,white,2,3
28632,male,167.3,93,right,32,white,1,3
28633,male,190.9,119.3,right,41,black,3,3
28634,male,175,104.2,right,38,black,2,3
28635,male,178,90.7,right,41,black,3,3
28639,male,184,68.2,right,22,white,3,1
28640,male,187.3,90.2,right,40,black,3,3
28641,male,178,118.9,right,41,black,3,3
28642,male,176.8,92.2,right,43,white,3,3
28643,male,182.1,101,right,35,black,3,3
28644,male,169.8,79.6,right,49,white,2,3
28646,male,169,104.9,right,41,black,2,3
28647,male,177.3,99.4,right,37,white,3,3
28648,male,174.4,85.9,right,31,white,2,2
28652,male,173.3,72.9,right,24,asian,2,1
28653,male,181.3,69.6,left,26,white,3,2
28654,male,183.4,103.8,left,42,white,3,3
28655,male,186.4,94.4,right,23,white,3,1
28656,male,188.5,137.5,right,39,white,3,3
28657,male,180.7,85.3,right,39,white,3,3
28659,male,180,84.3,right,20,white,3,1
28661,male,172.5,66,right,21,hispanic,2,1
28663,male,174.8,93.7,right,40,white,2,3
28664,male,176.3,94.1,right,37,white,3,3
28665,male,172.8,77,right,49,white,2,3
28667,male,170.8,93.7,right,27,white,2,2
28669,male,165.7,67.3,right,20,white,1,1
28670,male,174,83,left,29,hispanic,2,2
28671,male,168.6,78.3,right,48,black,2,3
28673,male,162.1,90,right,23,white,1,1
28674,male,162.3,67.3,right,25,white,1,2
28675,male,162.9,79,right,28,asian,1,2
28677,male,170.7,101.5,right,53,black,2,3
28700,male,171.7,57.4,right,25,white,2,2
28701,male,176.7,76.5,left,24,white,3,1
28702,male,184.7,91.9,left,31,asian,3,2
28703,male,179,79.7,right,25,white,3,2
28707,male,169.7,73.1,right,22,white,2,1
28708,male,175.8,106.5,left,47,white,2,3
28709,male,164.3,67.5,right,39,hispanic,1,3
28710,male,175.3,77.8,right,25,white,2,2
28712,male,175.9,73.9,right,28,black,3,2
28714,male,174.8,77.9,right,24,white,2,1
28715,male,183.4,120.7,left,53,white,3,3
28717,male,171.2,71.9,right,21,white,2,1
28718,male,178.7,87.1,right,22,white,3,1
28752,male,164.5,103.4,right,29,hispanic,1,2
28753,male,175.5,81.2,either,25,white,2,2
28754,male,176.5,80.7,right,22,white,3,1
28756,male,171.7,66.4,right,23,white,2,1
28757,male,174.9,100.2,right,42,white,2,3
28759,male,175.8,78.9,right,25,white,2,2
28760,male,160.4,83.6,right,23,white,1,1
28761,male,174.6,75.5,right,22,white,2,1
28762,male,170.9,88.5,right,22,white,2,1
28765,male,165.6,83.5,right,31,hispanic,1,2
28767,male,168.4,101.3,left,39,white,2,3
28768,male,178.1,71.3,right,21,white,3,1
28769,male,175,77.6,right,26,white,2,2
28770,male,173.7,90.2,right,24,white,2,1
28771,male,189.1,79.4,right,25,white,3,2
28772,male,178.8,84.2,left,25,white,3,2
28773,male,171.8,93.2,right,32,native_american,2,3
28774,male,164,66.7,right,29,white,1,2
28775,male,183.6,104.3,left,38,white,3,3
28777,male,160.4,73.6,right,26,white,1,2
28780,male,170.7,80.9,left,30,white,2,2
28783,male,168.1,83,right,35,white,2,3
28784,male,184,80.2,right,54,white,3,3
28785,male,171.1,60.6,left,23,white,2,1
28788,male,180.7,80.1,right,28,white,3,2
28789,male,173.9,66.8,either,20,white,2,1
28792,male,170.3,81.1,right,33,white,2,3
28793,male,177,59.1,right,25,white,3,2
28794,male,174.7,92.4,right,33,white,2,3
28795,male,184.8,93.8,right,42,native_american,3,3
28799,male,178.8,73.5,right,20,white,3,1
28802,male,181.4,88.5,right,23,white,3,1
28805,male,175.4,85.5,right,30,white,2,2
28806,male,168.4,83.9,right,31,white,2,2
28808,male,176.4,67.8,right,25,white,3,2
28809,male,172.9,81.1,right,39,white,2,3
28810,male,174.6,93,right,21,hispanic,2,1
28814,male,168.8,84.6,right,21,white,2,1
28859,male,172.9,72.9,right,26,white,2,2
28860,male,183.5,58.8,left,30,white,3,2
28864,male,173.9,94.1,right,39,white,2,3
28865,male,178.2,100.3,left,31,white,3,2
28867,male,174.5,81.7,right,29,white,2,2
28868,male,174.9,80.4,right,23,hispanic,2,1
28870,male,172,73,right,28,white,2,2
28871,male,173.5,80.4,right,22,white,2,1
28874,male,175,84.9,right,24,hispanic,2,1
28878,male,177.2,102.5,right,43,white,3,3
28879,male,183.2,86.4,right,28,white,3,2
28880,male,185,109.4,right,27,white,3,2
28881,male,166.4,88.2,left,27,white,1,2
28882,male,167.5,93.6,right,32,white,1,3
28884,male,180.7,92,right,35,white,3,3
28886,male,176.5,86.2,right,28,white,3,2
28887,male,179.2,86.1,left,23,white,3,1
28891,male,179.5,97.7,right,32,white,3,3
28892,male,175.3,70.7,right,20,white,2,1
28896,male,181.6,96.9,right,29,black,3,2
28898,male,160,71.8,right,19,hispanic,1,1
28899,male,165.5,69.9,either,24,white,1,1
28900,male,160.8,71.1,right,22,hispanic,1,1
28901,male,175.3,93.9,right,31,white,2,2
28902,male,170.4,85.9,left,24,white,2,1
28904,male,188.7,89.2,right,32,white,3,3
28907,male,178.4,74.4,right,19,white,3,1
28910,male,177.8,63.2,right,20,white,3,1
28911,male,187.7,91.3,right,21,white,3,1
28912,male,173.4,71.6,right,21,white,2,1
28913,male,180.8,89.9,left,21,white,3,1
28915,male,181.5,85.9,right,33,white,3,3
28916,male,179.3,82.6,right,22,white,3,1
28917,male,175.8,91.1,right,27,white,2,2
28918,male,177.2,96.7,right,33,white,3,3
28919,male,169.4,78.9,right,34,native_american,2,3
28920,male,166.1,73.3,right,21,white,1,1
28922,male,173,90.1,right,20,white,2,1
28923,male,165.3,69.3,right,22,pacific_islander,1,1
28925,male,175.3,81.7,right,23,white,2,1
28926,male,174,84.6,right,28,hispanic,2,2
28927,male,171.1,75.2,right,27,white,2,2
28928,male,175.8,94.4,right,22,white,3,1
28930,male,176.1,69.3,right,25,white,3,2
28931,male,172.5,87.2,right,44,white,2,3
28932,male,170.2,74.9,right,24,hispanic,2,1
28933,male,177.5,89.9,right,29,white,3,2
28936,male,167,86.2,right,30,white,1,2
28937,male,176.8,82.5,right,25,white,3,2
28944,male,168.7,80.3,right,23,white,2,1
28945,male,170,74,right,34,white,2,3
28948,male,174.9,96.6,right,40,native_american,2,3
28949,male,171,87.9,left,37,white,2,3
28952,male,192.4,75.7,right,24,white,3,1
28953,male,172.9,88.2,right,40,black,2,3
28955,male,171.3,73.3,right,20,white,2,1
28957,male,173.7,73,right,21,white,2,1
28964,male,174.1,114.2,right,41,white,2,3
28966,male,163.5,78,right,28,hispanic,1,2
28968,male,174.4,101.9,right,26,hispanic,2,2
28970,male,174.5,109.5,right,38,white,2,3
28971,male,174.4,68.7,right,20,white,2,1
28972,male,173.3,99.7,right,42,white,2,3
28973,male,178.6,102.1,right,24,white,3,1
28974,male,179.7,95,right,54,white,3,3
28975,male,182.4,83.8,right,23,white,3,1
28976,male,164.8,97,right,22,white,1,1
28977,male,162.7,69.7,right,22,hispanic,1,1
28978,male,179.3,101.2,right,41,white,3,3
28979,male,170.3,62.5,right,20,white,2,1
28980,male,181,105.1,right,23,white,3,1
28981,male,186.8,89.8,left,25,white,3,2
28982,male,169.8,91.4,right,24,white,2,1
28983,male,172,80.5,left,28,white,2,2
28987,male,175.2,77,right,28,white,2,2
28988,male,168.2,98,right,23,hispanic,2,1
28989,male,185.3,102,right,24,white,3,1
28990,male,177.7,78.3,right,24,white,3,1
28991,male,172.8,80.1,right,25,white,2,2
28992,male,172.6,91.2,right,25,hispanic,2,2
28993,male,165.1,78.7,right,27,white,1,2
28994,male,167.4,60.7,right,23,white,1,1
28995,male,175.3,79.8,right,22,white,2,1
28996,male,172.1,101.1,left,24,white,2,1
28999,male,178.3,89,right,24,white,3,1
29002,male,173.2,69,right,23,white,2,1
29005,male,178.7,68.4,right,22,white,3,1
29007,male,176.6,108.5,right,25,white,3,2
29008,male,172.3,65.5,right,22,white,2,1
29010,male,175.7,79.7,right,24,hispanic,2,1
29028,male,170,84.5,right,24,white,2,1
29030,male,175,57.8,right,30,white,2,2
29033,male,163.7,96.2,right,34,hispanic,1,3
29034,male,177.3,92.1,right,24,white,3,1
29036,male,170.2,109.3,right,45,white,2,3
29037,male,179.8,89,right,43,white,3,3
29038,male,179.6,87.3,right,25,white,3,2
29039,male,171.7,76.8,left,28,white,2,2
29042,male,171.8,81.9,right,28,white,2,2
29044,male,183.9,82.1,right,24,white,3,1
29045,male,161.9,69.1,right,23,white,1,1
29046,male,179,91.3,right,24,white,3,1
29047,male,189.3,88.2,right,25,white,3,2
29049,male,180.7,86.1,right,25,white,3,2
29052,male,174.6,108.3,right,35,white,2,3
29055,male,176,71.8,right,43,white,3,3
29056,male,182.3,106.9,right,44,white,3,3
29057,male,167.3,88.3,right,29,white,1,2
29059,male,172.4,86.2,right,21,white,2,1
29060,male,175.7,104.7,right,41,white,2,3
29061,male,164.9,68.2,right,37,white,1,3
29062,male,171.8,87.7,right,24,white,2,1
29065,male,178.9,77.6,right,27,white,3,2
29076,male,166.9,75.3,right,26,white,1,2
29077,male,173.2,92.4,right,46,white,2,3
29079,male,184.6,76.7,right,28,white,3,2
29080,male,173.7,83.9,right,20,black,2,1
29081,male,170.6,86.8,right,38,pacific_islander,2,3
29082,male,186.5,110.8,left,56,black,3,3
29084,male,185.8,76.2,left,25,white,3,2
29085,male,180,96.8,right,51,white,3,3
29087,male,164,71.1,right,25,asian,1,2
29089,male,176.1,101,right,28,white,3,2
29090,male,180.9,101.2,right,30,white,3,2
29092,male,167.5,87,right,32,white,1,3
29093,male,177.7,97.9,right,29,white,3,2
29094,male,181.8,103.8,right,38,white,3,3
29096,male,177,89.1,right,27,white,3,2
29099,male,166.8,74.6,right,28,white,1,2
29101,male,174,84,right,30,white,2,2
29102,male,179,75,right,25,white,3,2
29103,male,170.8,110.6,right,26,white,2,2
29105,male,168.4,72.7,right,26,white,2,2
29107,male,182.8,88.2,right,29,white,3,2
29113,male,168.2,66.3,right,31,white,2,2
29116,male,180.5,85.2,right,35,white,3,3
29119,male,166.6,73.4,right,21,hispanic,1,1
29130,male,172.7,68.7,right,27,white,2,2
29131,male,182.8,92.5,right,22,white,3,1
29132,male,168.3,76.2,right,34,white,2,3
29133,male,170.9,80.4,right,20,native_american,2,1
29134,male,169.6,92.1,right,22,white,2,1
29136,male,179,91.4,right,22,white,3,1
29139,male,179.5,79.6,right,24,white,3,1
29140,male,173.6,74.6,right,22,white,2,1
29142,male,177.8,72.6,right,24,white,3,1
29143,male,177.1,68.7,left,20,white,3,1
29144,male,184.5,89.2,right,21,native_american,3,1
29145,male,173.8,69,right,22,white,2,1
29146,male,171,68.2,right,20,white,2,1
29147,male,164.5,75.7,right,44,white,1,3
29148,male,170,82.7,right,21,white,2,1
29150,male,168.7,80.1,right,21,white,2,1
29151,male,181,93,left,42,white,3,3
29153,male,172.2,76,right,21,white,2,1
29154,male,178.8,95,right,28,white,3,2
29155,male,178.4,69.1,right,20,white,3,1
29156,male,178,81.1,right,25,white,3,2
29157,male,177.7,84.7,right,21,white,3,1
29161,male,174.6,73,right,32,white,2,3
29162,male,177.5,79.1,right,25,white,3,2
29164,male,177.4,96.3,left,43,white,3,3
29165,male,173.5,104.9,right,39,white,2,3
29166,male,174.8,87,right,26,white,2,2
29167,male,170.4,70.5,left,30,white,2,2
29168,male,172.8,97.8,right,25,white,2,2
29171,male,176.7,103.9,right,35,hispanic,3,3
29173,male,171.9,96.9,right,37,white,2,3
29174,male,187.8,78.3,right,38,black,3,3
29175,male,170.3,83.6,right,33,white,2,3
29176,male,172.6,69.4,right,22,white,2,1
29179,male,170.3,95.8,right,35,white,2,3
29180,male,170.1,94.5,right,34,white,2,3
29183,male,178.8,80.7,left,30,white,3,2
29184,male,179.7,91.2,right,23,white,3,1
29185,male,177.2,85,right,31,white,3,2
29186,male,165.7,74.4,right,21,white,1,1
29187,male,178.6,98,right,22,white,3,1
29188,male,174.3,92.6,right,35,black,2,3
29189,male,175.1,84.3,right,37,white,2,3
29194,male,169.8,78.2,right,22,white,2,1
29195,male,172.2,96.9,right,33,white,2,3
29196,male,166.3,86.9,right,42,white,1,3
29198,male,181.3,95.6,either,26,native_american,3,2
29199,male,178.4,87.6,right,40,white,3,3
29200,male,185.4,89.2,right,57,black,3,3
29203,male,165.3,60.9,right,20,white,1,1
29205,male,170,79.6,right,48,white,2,3
29207,male,196,98.1,right,38,white,3,3
29208,male,173.4,74.2,right,27,white,2,2
29209,male,173.7,95.5,right,40,white,2,3
29216,male,183.8,95.2,right,27,white,3,2
29217,male,169.9,84.8,right,46,white,2,3
